აბატი	ɑbɑtʼɪ	ɑbɑtʼi
ქრონომეტრი	kʰrɔnɔmɛtʼrɪ	kʰrɔnɔmɛtʼri
ქრცვინი	kʰrtsvɪnɪ	kʰrtsvini
ქსეროქსი	kʰsɛrɔkʰsɪ	kʰsɛrɔkʰsi
ქუნჯუტი	kʰundʒutʼɪ	kʰundʒutʼi
ქურდული	kʰurdulɪ	kʰurduli
ქურთუკი	kʰurtʰukʼɪ	kʰurtʰukʼi
ქურქი	kʰurkʰɪ	kʰurkʰi
ქუსლი	kʰuslɪ	kʰusli
ღაბაბი	ʁɑbɑbɪ	ɣɑbɑbi
ღაბაში	ʁɑbɑʃɪ	ɣɑbɑʃi
ღალღა	ʁɑlʁɑ	ɣɑlɣɑ
ღამურა	ʁɑmurɑ	ɣɑmurɑ
ღაჟღაჟა	ʁɑʒʁɑʒɑ	ɣɑʒɣɑʒɑ
ღარიანი	ʁɑrɪɑnɪ	ɣɑriɑni
ღარტაფი	ʁɑrtʼɑpʰɪ	ɣɑrtʼɑpʰi
ღერძი	ʁɛrdzɪ	ɣɛrdzi
ღვარცოფი	ʁvɑrtsɔpʰɪ	ɣvɑrtsɔpʰi
ღვარძლი	ʁvɑrdzlɪ	ɣvɑrdzli
ღვარძლიანად	ʁvɑrdzlɪɑnɑd	ɣvɑrdzliɑnɑd
ღვარძლიანი	ʁvɑrdzlɪɑnɪ	ɣvɑrdzliɑni
ღვარძლიანობა	ʁvɑrdzlɪɑnɔbɑ	ɣvɑrdzliɑnɔbɑ
ღვედი	ʁvɛdɪ	ɣvɛdi
ღვთაებრივად	ʁvtʰɑɛbrɪvɑd	ɣvtʰɑɛbrivɑd
ღვთაებრივი	ʁvtʰɑɛbrɪvɪ	ɣvtʰɑɛbrivi
ღვთაებრიობა	ʁvtʰɑɛbrɪɔbɑ	ɣvtʰɑɛbriɔbɑ
ღვთისმოსავად	ʁvtʰɪsmɔsɑvɑd	ɣvtʰismɔsɑvɑd
ღვთისმოსაობა	ʁvtʰɪsmɔsɑɔbɑ	ɣvtʰismɔsɑɔbɑ
ღვთისმოშიში	ʁvtʰɪsmɔʃɪʃɪ	ɣvtʰismɔʃiʃi
ღვთისმშობელს	ʁvtʰɪsmʃɔbɛls	ɣvtʰismʃɔbɛls
ღვთისმშობლად	ʁvtʰɪsmʃɔblɑd	ɣvtʰismʃɔblɑd
ღვთისმშობლით	ʁvtʰɪsmʃɔblɪtʰ	ɣvtʰismʃɔblitʰ
ღვთისმშობლის	ʁvtʰɪsmʃɔblɪs	ɣvtʰismʃɔblis
ღვია	ʁvɪɑ	ɣviɑ
ღვინომ	ʁvɪnɔm	ɣvinɔm
ღიად	ʁɪɑd	ɣiɑd
ღილი	ʁɪlɪ	ɣili
ღინღლი	ʁɪnʁlɪ	ɣinɣli
ღიპი	ʁɪpʼɪ	ɣipʼi
ღიპიანი	ʁɪpʼɪɑnɪ	ɣipʼiɑni
ღირსება	ʁɪrsɛbɑ	ɣirsɛbɑ
ღირსეულად	ʁɪrsɛulɑd	ɣirsɛulɑd
ღიღილო	ʁɪʁɪlɔ	ɣiɣilɔ
ღმერთქალი	ʁmɛrtʰkʰɑlɪ	ɣmɛrtʰkʰɑli
ღონემიხდილი	ʁɔnɛmɪχdɪlɪ	ɣɔnɛmixdili
ღორმუცელობა	ʁɔrmutsɛlɔbɑ	ɣɔrmutsɛlɔbɑ
ღორობა	ʁɔrɔbɑ	ɣɔrɔbɑ
ღორულად	ʁɔrulɑd	ɣɔrulɑd
ღორული	ʁɔrulɪ	ɣɔruli
ღოღნოშო	ʁɔʁnɔʃɔ	ɣɔɣnɔʃɔ
ღრანტე	ʁrɑntʼɛ	ɣrɑntʼɛ
ღრენით	ʁrɛnɪtʰ	ɣrɛnitʰ
ღრეობა	ʁrɛɔbɑ	ɣrɛɔbɑ
ღრეჭვით	ʁrɛtʃʼvɪtʰ	ɣrɛtʃʼvitʰ
ღრიალით	ʁrɪɑlɪtʰ	ɣriɑlitʰ
ღრმად	ʁrmɑd	ɣrmɑd
ღრუბელა	ʁrubɛlɑ	ɣrubɛlɑ
ღრუბლიანი	ʁrublɪɑnɪ	ɣrubliɑni
ღული	ʁulɪ	ɣuli
ყადაღა	qʼɑdɑʁɑ	qʼɑdɑɣɑ
ყადრი	qʼɑdrɪ	qʼɑdri
ყავარი	qʼɑvɑrɪ	qʼɑvɑri
ყავარჯენი	qʼɑvɑrdʒɛnɪ	qʼɑvɑrdʒɛni
ყავახანა	qʼɑvɑχɑnɑ	qʼɑvɑxɑnɑ
ყავისფერი	qʼɑvɪspʰɛrɪ	qʼɑvispʰɛri
ყაზახი	qʼɑzɑχɪ	qʼɑzɑxi
ყაიდა	qʼɑɪdɑ	qʼɑidɑ
ყაისნაღი	qʼɑɪsnɑʁɪ	qʼɑisnɑɣi
ყალთაბანდი	qʼɑltʰɑbɑndɪ	qʼɑltʰɑbɑndi
ყალიბი	qʼɑlɪbɪ	qʼɑlibi
ყანწი	qʼɑntsʼɪ	qʼɑntsʼi
ყელსაბამი	qʼɛlsɑbɑmɪ	qʼɛlsɑbɑmi
ყელსახვევი	qʼɛlsɑχvɛvɪ	qʼɛlsɑxvɛvi
ყვავილებიანი	qʼvɑvɪlɛbɪɑnɪ	qʼvɑvilɛbiɑni
ყვავილედი	qʼvɑvɪlɛdɪ	qʼvɑvilɛdi
ყვავილობა	qʼvɑvɪlɔbɑ	qʼvɑvilɔbɑ
ყვერული	qʼvɛrulɪ	qʼvɛruli
ყია	qʼɪɑ	qʼiɑ
ყივანახველა	qʼɪvɑnɑχvɛlɑ	qʼivɑnɑxvɛlɑ
ყითა	qʼɪtʰɑ	qʼitʰɑ
ყისმათი	qʼɪsmɑtʰɪ	qʼismɑtʰi
ყმაწვილური	qʼmɑtsʼvɪlurɪ	qʼmɑtsʼviluri
ყნოსვითი	qʼnɔsvɪtʰɪ	qʼnɔsvitʰi
ყოველდღე	qʼɔvɛldʁɛ	qʼɔvɛldɣɛ
ყოველდღიურად	qʼɔvɛldʁɪurɑd	qʼɔvɛldɣiurɑd
ყოველდღიური	qʼɔvɛldʁɪurɪ	qʼɔvɛldɣiuri
ყოველთვიური	qʼɔvɛltʰvɪurɪ	qʼɔvɛltʰviuri
ყოველკვირეულად	qʼɔvɛlkʼvɪrɛulɑd	qʼɔvɛlkʼvirɛulɑd
ყოველმხრივი	qʼɔvɛlmχrɪvɪ	qʼɔvɛlmxrivi
ყოველნაირად	qʼɔvɛlnɑɪrɑd	qʼɔvɛlnɑirɑd
ყოველწლიურად	qʼɔvɛltsʼlɪurɑd	qʼɔvɛltsʼliurɑd
ყოველწლიური	qʼɔvɛltsʼlɪurɪ	qʼɔvɛltsʼliuri
ყოვლისმცოდნე	qʼɔvlɪsmtsɔdnɛ	qʼɔvlismtsɔdnɛ
ყოვლისშემძლე	qʼɔvlɪsʃɛmdzlɛ	qʼɔvlisʃɛmdzlɛ
ყომარი	qʼɔmɑrɪ	qʼɔmɑri
ყოფიერება	qʼɔpʰɪɛrɛbɑ	qʼɔpʰiɛrɛbɑ
ყოფილი	qʼɔpʰɪlɪ	qʼɔpʰili
ყოჩი	qʼɔtʃɪ	qʼɔtʃi
ყურადღებიანად	qʼurɑdʁɛbɪɑnɑd	qʼurɑdɣɛbiɑnɑd
ყურადღებიანი	qʼurɑdʁɛbɪɑnɪ	qʼurɑdɣɛbiɑni
ყურადღებით	qʼurɑdʁɛbɪtʰ	qʼurɑdɣɛbitʰ
ყურანი	qʼurɑnɪ	qʼurɑni
ყურმილი	qʼurmɪlɪ	qʼurmili
ყურუმსაღი	qʼurumsɑʁɪ	qʼurumsɑɣi
შაბაში	ʃɑbɑʃɪ	ʃɑbɑʃi
შაბლონი	ʃɑblɔnɪ	ʃɑblɔni
შაიბა	ʃɑɪbɑ	ʃɑibɑ
შაკიკი	ʃɑkʼɪkʼɪ	ʃɑkʼikʼi
შალითა	ʃɑlɪtʰɑ	ʃɑlitʰɑ
შანდალი	ʃɑndɑlɪ	ʃɑndɑli
შანტაჟი	ʃɑntʼɑʒɪ	ʃɑntʼɑʒi
შანტაჟისტი	ʃɑntʼɑʒɪstʼɪ	ʃɑntʼɑʒistʼi
შარავანდედი	ʃɑrɑvɑndɛdɪ	ʃɑrɑvɑndɛdi
შარბათი	ʃɑrbɑtʰɪ	ʃɑrbɑtʰi
შარიანად	ʃɑrɪɑnɑd	ʃɑriɑnɑd
შარიანი	ʃɑrɪɑnɪ	ʃɑriɑni
შარიანობა	ʃɑrɪɑnɔbɑ	ʃɑriɑnɔbɑ
შარიშური	ʃɑrɪʃurɪ	ʃɑriʃuri
შარლი	ʃɑrlɪ	ʃɑrli
შარფი	ʃɑrpʰɪ	ʃɑrpʰi
შასი	ʃɑsɪ	ʃɑsi
შაში	ʃɑʃɪ	ʃɑʃi
შახი	ʃɑχɪ	ʃɑxi
შებოლილი	ʃɛbɔlɪlɪ	ʃɛbɔlili
შებოჭილი	ʃɛbɔtʃʼɪlɪ	ʃɛbɔtʃʼili
შებრუნებული	ʃɛbrunɛbulɪ	ʃɛbrunɛbuli
შებუმბლული	ʃɛbumblulɪ	ʃɛbumbluli
შეგირდი	ʃɛɡɪrdɪ	ʃɛɡirdi
შეგიძლიათ	ʃɛɡɪdzlɪɑtʰ	ʃɛɡidzliɑtʰ
შედარებით	ʃɛdɑrɛbɪtʰ	ʃɛdɑrɛbitʰ
შედარებითი	ʃɛdɑrɛbɪtʰɪ	ʃɛdɑrɛbitʰi
შედგენილი	ʃɛdɡɛnɪlɪ	ʃɛdɡɛnili
შეზლონგი	ʃɛzlɔnɡɪ	ʃɛzlɔnɡi
შეზღუდულად	ʃɛzʁudulɑd	ʃɛzɣudulɑd
შეზღუდული	ʃɛzʁudulɪ	ʃɛzɣuduli
შეზღუდულობა	ʃɛzʁudulɔbɑ	ʃɛzɣudulɔbɑ
შეთავსებადი	ʃɛtʰɑvsɛbɑdɪ	ʃɛtʰɑvsɛbɑdi
შეთანხმებისამებრ	ʃɛtʰɑnχmɛbɪsɑmɛbr	ʃɛtʰɑnxmɛbisɑmɛbr
შეთანხმებული	ʃɛtʰɑnχmɛbulɪ	ʃɛtʰɑnxmɛbuli
შეთქმულები	ʃɛtʰkʰmulɛbɪ	ʃɛtʰkʰmulɛbi
შეთხზული	ʃɛtʰχzulɪ	ʃɛtʰxzuli
შეიყვანეთ	ʃɛɪqʼvɑnɛtʰ	ʃɛiqʼvɑnɛtʰ
შეიძლება	ʃɛɪdzlɛbɑ	ʃɛidzlɛbɑ
შეიხი	ʃɛɪχɪ	ʃɛixi
შეკვეცილად	ʃɛkʼvɛtsɪlɑd	ʃɛkʼvɛtsilɑd
შეკვეცილი	ʃɛkʼvɛtsɪlɪ	ʃɛkʼvɛtsili
შეკვეცილობა	ʃɛkʼvɛtsɪlɔbɑ	ʃɛkʼvɛtsilɔbɑ
შეკოწიწებული	ʃɛkʼɔtsʼɪtsʼɛbulɪ	ʃɛkʼɔtsʼitsʼɛbuli
შეკრული	ʃɛkʼrulɪ	ʃɛkʼruli
შეკუმშული	ʃɛkʼumʃulɪ	ʃɛkʼumʃuli
შელამაზებული	ʃɛlɑmɑzɛbulɪ	ʃɛlɑmɑzɛbuli
შელაქი	ʃɛlɑkʰɪ	ʃɛlɑkʰi
შემადგენელი	ʃɛmɑdɡɛnɛlɪ	ʃɛmɑdɡɛnɛli
შემაერთებელი	ʃɛmɑɛrtʰɛbɛlɪ	ʃɛmɑɛrtʰɛbɛli
შემავალი	ʃɛmɑvɑlɪ	ʃɛmɑvɑli
შემაკავებელი	ʃɛmɑkʼɑvɛbɛlɪ	ʃɛmɑkʼɑvɛbɛli
შემაჩერებელი	ʃɛmɑtʃɛrɛbɛlɪ	ʃɛmɑtʃɛrɛbɛli
შემაწუხებელი	ʃɛmɑtsʼuχɛbɛlɪ	ʃɛmɑtsʼuxɛbɛli
შემაწუხებლად	ʃɛmɑtsʼuχɛblɑd	ʃɛmɑtsʼuxɛblɑd
შემაჯამებელი	ʃɛmɑdʒɑmɛbɛlɪ	ʃɛmɑdʒɑmɛbɛli
შემბრალებელი	ʃɛmbrɑlɛbɛlɪ	ʃɛmbrɑlɛbɛli
შემგრძნობი	ʃɛmɡrdznɔbɪ	ʃɛmɡrdznɔbi
შემდგომი	ʃɛmdɡɔmɪ	ʃɛmdɡɔmi
შემდეგი	ʃɛmdɛɡɪ	ʃɛmdɛɡi
შემზღუდველად	ʃɛmzʁudvɛlɑd	ʃɛmzɣudvɛlɑd
შემზღუდველი	ʃɛmzʁudvɛlɪ	ʃɛmzɣudvɛli
შემთვრალი	ʃɛmtʰvrɑlɪ	ʃɛmtʰvrɑli
შემთხვევევით	ʃɛmtʰχvɛvɛvɪtʰ	ʃɛmtʰxvɛvɛvitʰ
შემთხვევით	ʃɛmtʰχvɛvɪtʰ	ʃɛmtʰxvɛvitʰ
შემკვრელი	ʃɛmkʼvrɛlɪ	ʃɛmkʼvrɛli
შემოვლითი	ʃɛmɔvlɪtʰɪ	ʃɛmɔvlitʰi
შემოსავლიანი	ʃɛmɔsɑvlɪɑnɪ	ʃɛmɔsɑvliɑni
შემოქმედებითად	ʃɛmɔkʰmɛdɛbɪtʰɑd	ʃɛmɔkʰmɛdɛbitʰɑd
შემოწმებული	ʃɛmɔtsʼmɛbulɪ	ʃɛmɔtsʼmɛbuli
შემრიგებლური	ʃɛmrɪɡɛblurɪ	ʃɛmriɡɛbluri
შემსრულებელი	ʃɛmsrulɛbɛlɪ	ʃɛmsrulɛbɛli
შემწვარი	ʃɛmtsʼvɑrɪ	ʃɛmtsʼvɑri
შემწირველი	ʃɛmtsʼɪrvɛlɪ	ʃɛmtsʼirvɛli
შემწოვი	ʃɛmtsʼɔvɪ	ʃɛmtsʼɔvi
შემხვედრი	ʃɛmχvɛdrɪ	ʃɛmxvɛdri
შენაკადი	ʃɛnɑkʼɑdɪ	ʃɛnɑkʼɑdi
შეპყრობილი	ʃɛpʼqʼrɔbɪlɪ	ʃɛpʼqʼrɔbili
შერბილებული	ʃɛrbɪlɛbulɪ	ʃɛrbilɛbuli
შერიფი	ʃɛrɪpʰɪ	ʃɛripʰi
შერჩევით	ʃɛrtʃɛvɪtʰ	ʃɛrtʃɛvitʰ
შერჩევითი	ʃɛrtʃɛvɪtʰɪ	ʃɛrtʃɛvitʰi
შერჩევითობა	ʃɛrtʃɛvɪtʰɔbɑ	ʃɛrtʃɛvitʰɔbɑ
შერჩეული	ʃɛrtʃɛulɪ	ʃɛrtʃɛuli
შერცხვენილი	ʃɛrtsχvɛnɪlɪ	ʃɛrtsxvɛnili
შესაბამისად	ʃɛsɑbɑmɪsɑd	ʃɛsɑbɑmisɑd
შესაბრალისად	ʃɛsɑbrɑlɪsɑd	ʃɛsɑbrɑlisɑd
შესაბრალისი	ʃɛsɑbrɑlɪsɪ	ʃɛsɑbrɑlisi
შესავალი	ʃɛsɑvɑlɪ	ʃɛsɑvɑli
შესანიშნავად	ʃɛsɑnɪʃnɑvɑd	ʃɛsɑniʃnɑvɑd
შესანიშნავი	ʃɛsɑnɪʃnɑvɪ	ʃɛsɑniʃnɑvi
შესარჩევი	ʃɛsɑrtʃɛvɪ	ʃɛsɑrtʃɛvi
შესატყვისი	ʃɛsɑtʼqʼvɪsɪ	ʃɛsɑtʼqʼvisi
შესაფერი	ʃɛsɑpʰɛrɪ	ʃɛsɑpʰɛri
შესაფერისად	ʃɛsɑpʰɛrɪsɑd	ʃɛsɑpʰɛrisɑd
შესაფერისი	ʃɛsɑpʰɛrɪsɪ	ʃɛsɑpʰɛrisi
შესაფერისობა	ʃɛsɑpʰɛrɪsɔbɑ	ʃɛsɑpʰɛrisɔbɑ
შესაშური	ʃɛsɑʃurɪ	ʃɛsɑʃuri
შესახებ	ʃɛsɑχɛb	ʃɛsɑxɛb
შესახედაობა	ʃɛsɑχɛdɑɔbɑ	ʃɛsɑxɛdɑɔbɑ
შესივებული	ʃɛsɪvɛbulɪ	ʃɛsivɛbuli
შესრულებადი	ʃɛsrulɛbɑdɪ	ʃɛsrulɛbɑdi
შეტყობინება	ʃɛtʼqʼɔbɪnɛbɑ	ʃɛtʼqʼɔbinɛbɑ
შეუბღალავად	ʃɛubʁɑlɑvɑd	ʃɛubɣɑlɑvɑd
შეუბღალავი	ʃɛubʁɑlɑvɪ	ʃɛubɣɑlɑvi
შეუგნებელი	ʃɛuɡnɛbɛlɪ	ʃɛuɡnɛbɛli
შეუდარებელი	ʃɛudɑrɛbɛlɪ	ʃɛudɑrɛbɛli
შეუვალი	ʃɛuvɑlɪ	ʃɛuvɑli
შეუვსებელი	ʃɛuvsɛbɛlɪ	ʃɛuvsɛbɛli
შეუზღუდველი	ʃɛuzʁudvɛlɪ	ʃɛuzɣudvɛli
შეუთავსებელი	ʃɛutʰɑvsɛbɛlɪ	ʃɛutʰɑvsɛbɛli
შეუკავებელი	ʃɛukʼɑvɛbɛlɪ	ʃɛukʼɑvɛbɛli
შეუკაზმავი	ʃɛukʼɑzmɑvɪ	ʃɛukʼɑzmɑvi
შეუმოწმებელი	ʃɛumɔtsʼmɛbɛlɪ	ʃɛumɔtsʼmɛbɛli
შეუმჩნეველი	ʃɛumtʃnɛvɛlɪ	ʃɛumtʃnɛvɛli
შეუნელებელი	ʃɛunɛlɛbɛlɪ	ʃɛunɛlɛbɛli
შეუნიღბავი	ʃɛunɪʁbɑvɪ	ʃɛuniɣbɑvi
შეურაცხმყოფლად	ʃɛurɑtsχmqʼɔpʰlɑd	ʃɛurɑtsxmqʼɔpʰlɑd
შეურიგებელი	ʃɛurɪɡɛbɛlɪ	ʃɛuriɡɛbɛli
შეუსრულებელი	ʃɛusrulɛbɛlɪ	ʃɛusrulɛbɛli
შეუსუსტებელი	ʃɛusustʼɛbɛlɪ	ʃɛusustʼɛbɛli
შეუსწავლელი	ʃɛustsʼɑvlɛlɪ	ʃɛustsʼɑvlɛli
შეუფასებელი	ʃɛupʰɑsɛbɛlɪ	ʃɛupʰɑsɛbɛli
შეუფერებელი	ʃɛupʰɛrɛbɛlɪ	ʃɛupʰɛrɛbɛli
შეუღწევადი	ʃɛuʁtsʼɛvɑdɪ	ʃɛuɣtsʼɛvɑdi
შეუშინებელი	ʃɛuʃɪnɛbɛlɪ	ʃɛuʃinɛbɛli
შეუჩერებელი	ʃɛutʃɛrɛbɛlɪ	ʃɛutʃɛrɛbɛli
შეუცვლელი	ʃɛutsvlɛlɪ	ʃɛutsvlɛli
შეუძლებელი	ʃɛudzlɛbɛlɪ	ʃɛudzlɛbɛli
შეუწვავი	ʃɛutsʼvɑvɪ	ʃɛutsʼvɑvi
შეუწუხებელი	ʃɛutsʼuχɛbɛlɪ	ʃɛutsʼuxɛbɛli
შეუწყვეტელი	ʃɛutsʼqʼvɛtʼɛlɪ	ʃɛutsʼqʼvɛtʼɛli
შეუჭმელი	ʃɛutʃʼmɛlɪ	ʃɛutʃʼmɛli
შეუხორცებელი	ʃɛuχɔrtsɛbɛlɪ	ʃɛuxɔrtsɛbɛli
შეფარდებული	ʃɛpʰɑrdɛbulɪ	ʃɛpʰɑrdɛbuli
შეფასებადი	ʃɛpʰɑsɛbɑdɪ	ʃɛpʰɑsɛbɑdi
შეფასებითი	ʃɛpʰɑsɛbɪtʰɪ	ʃɛpʰɑsɛbitʰi
შექმნილი	ʃɛkʰmnɪlɪ	ʃɛkʰmnili
შექცევადი	ʃɛkʰtsɛvɑdɪ	ʃɛkʰtsɛvɑdi
შეღებილი	ʃɛʁɛbɪlɪ	ʃɛɣɛbili
შეღწევადი	ʃɛʁtsʼɛvɑdɪ	ʃɛɣtsʼɛvɑdi
შეღწეული	ʃɛʁtsʼɛulɪ	ʃɛɣtsʼɛuli
შეშლილივით	ʃɛʃlɪlɪvɪtʰ	ʃɛʃlilivitʰ
შეშფოთებული	ʃɛʃpʰɔtʰɛbulɪ	ʃɛʃpʰɔtʰɛbuli
შეჩვეული	ʃɛtʃvɛulɪ	ʃɛtʃvɛuli
შეცბუნებული	ʃɛtsbunɛbulɪ	ʃɛtsbunɛbuli
შეცდომით	ʃɛtsdɔmɪtʰ	ʃɛtsdɔmitʰ
შეცვლადი	ʃɛtsvlɑdɪ	ʃɛtsvlɑdi
შეძრწუნებული	ʃɛdzrtsʼunɛbulɪ	ʃɛdzrtsʼunɛbuli
შეწეული	ʃɛtsʼɛulɪ	ʃɛtsʼɛuli
შეწირულება	ʃɛtsʼɪrulɛbɑ	ʃɛtsʼirulɛbɑ
შეწირული	ʃɛtsʼɪrulɪ	ʃɛtsʼiruli
შეწუხებული	ʃɛtsʼuχɛbulɪ	ʃɛtsʼuxɛbuli
შეწყალებით	ʃɛtsʼqʼɑlɛbɪtʰ	ʃɛtsʼqʼɑlɛbitʰ
შეწყალების	ʃɛtsʼqʼɑlɛbɪs	ʃɛtsʼqʼɑlɛbis
შეჭმუხნილი	ʃɛtʃʼmuχnɪlɪ	ʃɛtʃʼmuxnili
შეხსნილი	ʃɛχsnɪlɪ	ʃɛxsnili
შეჯვარებული	ʃɛdʒvɑrɛbulɪ	ʃɛdʒvɑrɛbuli
შეჯიბრი	ʃɛdʒɪbrɪ	ʃɛdʒibri
შვეიცარი	ʃvɛɪtsɑrɪ	ʃvɛitsɑri
შვეიცარული	ʃvɛɪtsɑrulɪ	ʃvɛitsɑruli
შველი	ʃvɛlɪ	ʃvɛli
შვიდჯერ	ʃvɪddʒɛr	ʃviddʒɛr
შვილობილი	ʃvɪlɔbɪlɪ	ʃvilɔbili
შვილოსნობა	ʃvɪlɔsnɔbɑ	ʃvilɔsnɔbɑ
შვრია	ʃvrɪɑ	ʃvriɑ
შთამბეჭდავი	ʃtʰɑmbɛtʃʼdɑvɪ	ʃtʰɑmbɛtʃʼdɑvi
შთამომავალი	ʃtʰɑmɔmɑvɑlɪ	ʃtʰɑmɔmɑvɑli
შთამომავლობით	ʃtʰɑmɔmɑvlɔbɪtʰ	ʃtʰɑmɔmɑvlɔbitʰ
შიგ	ʃɪɡ	ʃiɡ
შიგთავსი	ʃɪɡtʰɑvsɪ	ʃiɡtʰɑvsi
შიგნეულობა	ʃɪɡnɛulɔbɑ	ʃiɡnɛulɔbɑ
შილინგი	ʃɪlɪnɡɪ	ʃilinɡi
შიმპანზე	ʃɪmpʼɑnzɛ	ʃimpʼɑnzɛ
შინაარსი	ʃɪnɑɑrsɪ	ʃinɑɑrsi
შინაბერა	ʃɪnɑbɛrɑ	ʃinɑbɛrɑ
შინაგანად	ʃɪnɑɡɑnɑd	ʃinɑɡɑnɑd
შინაგანი	ʃɪnɑɡɑnɪ	ʃinɑɡɑni
შინაურად	ʃɪnɑurɑd	ʃinɑurɑd
შინაურული	ʃɪnɑurulɪ	ʃinɑuruli
შინშილა	ʃɪnʃɪlɑ	ʃinʃilɑ
შირმა	ʃɪrmɑ	ʃirmɑ
შიფერი	ʃɪpʰɛrɪ	ʃipʰɛri
შიფონი	ʃɪpʰɔnɪ	ʃipʰɔni
შიფრი	ʃɪpʰrɪ	ʃipʰri
შიშვლად	ʃɪʃvlɑd	ʃiʃvlɑd
შიშით	ʃɪʃɪtʰ	ʃiʃitʰ
შკივი	ʃkʼɪvɪ	ʃkʼivi
შკიპერი	ʃkʼɪpʼɛrɪ	ʃkʼipʼɛri
შლაგბაუმი	ʃlɑɡbɑumɪ	ʃlɑɡbɑumi
შლანგი	ʃlɑnɡɪ	ʃlɑnɡi
შოვინიზმი	ʃɔvɪnɪzmɪ	ʃɔvinizmi
შოვინისტი	ʃɔvɪnɪstʼɪ	ʃɔvinistʼi
შოვინისტური	ʃɔvɪnɪstʼurɪ	ʃɔvinistʼuri
შოკი	ʃɔkʼɪ	ʃɔkʼi
შორი	ʃɔrɪ	ʃɔri
შორის	ʃɔrɪs	ʃɔris
შორსმიმავალი	ʃɔrsmɪmɑvɑlɪ	ʃɔrsmimɑvɑli
შორსმხედველი	ʃɔrsmχɛdvɛlɪ	ʃɔrsmxɛdvɛli
შოტლანდია	ʃɔtʼlɑndɪɑ	ʃɔtʼlɑndiɑ
შოტლანდიური	ʃɔtʼlɑndɪurɪ	ʃɔtʼlɑndiuri
შოშია	ʃɔʃɪɑ	ʃɔʃiɑ
შპალერი	ʃpʼɑlɛrɪ	ʃpʼɑlɛri
შპატი	ʃpʼɑtʼɪ	ʃpʼɑtʼi
შპილი	ʃpʼɪlɪ	ʃpʼili
შპიონაჟი	ʃpʼɪɔnɑʒɪ	ʃpʼiɔnɑʒi
შპონი	ʃpʼɔnɪ	ʃpʼɔni
შრაპნელი	ʃrɑpʼnɛlɪ	ʃrɑpʼnɛli
შრატი	ʃrɑtʼɪ	ʃrɑtʼi
შრიფტი	ʃrɪpʰtʼɪ	ʃripʰtʼi
შრომისმოყვარედ	ʃrɔmɪsmɔqʼvɑrɛd	ʃrɔmismɔqʼvɑrɛd
შროშანი	ʃrɔʃɑnɪ	ʃrɔʃɑni
შტაბი	ʃtʼɑbɪ	ʃtʼɑbi
შტამპი	ʃtʼɑmpʼɪ	ʃtʼɑmpʼi
შტრიხი	ʃtʼrɪχɪ	ʃtʼrixi
შტურმანი	ʃtʼurmɑnɪ	ʃtʼurmɑni
შუაგული	ʃuɑɡulɪ	ʃuɑɡuli
შუაგულში	ʃuɑɡulʃɪ	ʃuɑɡulʃi
შუადღემდე	ʃuɑdʁɛmdɛ	ʃuɑdɣɛmdɛ
შუალედი	ʃuɑlɛdɪ	ʃuɑlɛdi
შუალედური	ʃuɑlɛdurɪ	ʃuɑlɛduri
შულერი	ʃulɛrɪ	ʃulɛri
შურიანად	ʃurɪɑnɑd	ʃuriɑnɑd
შურიანი	ʃurɪɑnɪ	ʃuriɑni
შურისგება	ʃurɪsɡɛbɑ	ʃurisɡɛbɑ
შურისმაძიებლად	ʃurɪsmɑdzɪɛblɑd	ʃurismɑdziɛblɑd
შურისმგებელი	ʃurɪsmɡɛbɛlɪ	ʃurismɡɛbɛli
შურისძიება	ʃurɪsdzɪɛbɑ	ʃurisdziɛbɑ
შუქური	ʃukʰurɪ	ʃukʰuri
შუქჩრდილი	ʃukʰtʃrdɪlɪ	ʃukʰtʃrdili
შუღლი	ʃuʁlɪ	ʃuɣli
შუშხუნა	ʃuʃχunɑ	ʃuʃxunɑ
შუშხუნი	ʃuʃχunɪ	ʃuʃxuni
შხამიანად	ʃχɑmɪɑnɑd	ʃxɑmiɑnɑd
შხაპი	ʃχɑpʼɪ	ʃxɑpʼi
შხეფი	ʃχɛpʰɪ	ʃxɛpʰi
შხუნა	ʃχunɑ	ʃxunɑ
ჩაგერიცხათ	tʃɑɡɛrɪtsχɑtʰ	tʃɑɡɛritsxɑtʰ
ჩადრი	tʃɑdrɪ	tʃɑdri
ჩაზნექილი	tʃɑznɛkʰɪlɪ	tʃɑznɛkʰili
ჩაზნექილობა	tʃɑznɛkʰɪlɔbɑ	tʃɑznɛkʰilɔbɑ
ჩაზრდილი	tʃɑzrdɪlɪ	tʃɑzrdili
ჩაი	tʃɑɪ	tʃɑi
ჩაკერებული	tʃɑkʼɛrɛbulɪ	tʃɑkʼɛrɛbuli
ჩაკეტილი	tʃɑkʼɛtʼɪlɪ	tʃɑkʼɛtʼili
ჩაკეტილობა	tʃɑkʼɛtʼɪlɔbɑ	tʃɑkʼɛtʼilɔbɑ
ჩაკირული	tʃɑkʼɪrulɪ	tʃɑkʼiruli
ჩალისფერი	tʃɑlɪspʰɛrɪ	tʃɑlispʰɛri
ჩალიჩობა	tʃɑlɪtʃɔbɑ	tʃɑlitʃɔbɑ
ჩამოკიდებული	tʃɑmɔkʼɪdɛbulɪ	tʃɑmɔkʼidɛbuli
ჩამოკონკილი	tʃɑmɔkʼɔnkʼɪlɪ	tʃɑmɔkʼɔnkʼili
